cino,act
BRVA020008492016,2103
BRVA020011872015,2103
BRVA020012212017,2103
BRVA020006942017,2062
BRVA020019182016,2103
BRVA020022452017,2103
BRVA020043202018,2279
BRVA020059012021,2103
BRVA020027862016,67
BRVA020027862016,2100
BRVA020027862016,1335
BRVA020027862016,2068
BRVA020013402015,2062
BRVA020022572017,2103
BRVA020026562015,2062
BRVA020012412017,2062
BRVA020011532016,2062
BRVA020008942017,2103
BRVA010032082018,2
BRVA010032082018,2286
BRVA010032082018,2287
BRVA010032082018,2288
BRVA010032082018,2289
BRVA020013532016,2103
BRVA020007442016,2062
BRVA020059042021,2103
BRVA020059062021,2103
BRVA020016222016,2062
BRVA020026582015,2062
BRVA020038422022,2062
BRVA020038422022,2296
BRVA020038422022,67
BRVA020038422022,2
BRVA020038422022,69
BRVA020041522018,2060
BRVA020059072021,2103
BRVA020017102015,2103
BRVA020026462017,2103
BRVA020059022021,2103
BRVA020025042016,2062
BRVA020019682015,2062
BRVA020022522016,2103
BRVA010113002022,67
BRVA010113002022,2
BRVA010113002022,69
BRVA010113002022,14
BRVA010113002022,2308
BRVA010113002022,2309
BRVA020048872022,2128
BRVA020012562016,2062
BRVA020013522017,2103
BRSW020048862016,2068
BRSW020102712017,2066
BRSW020062092015,2068
BRRO110012762019,67
BRRO110012762019,2100
BRRO110012762019,2068
BRRO210003322017,2062
BRRO010040642018,129
BRRO010040642018,2059
BRRO010040642018,2077
BRRO010040642018,1269
BRRO010033522018,1280
BRRO010033522018,1281
BRRO010033522018,1282
BRRO010033522018,358
BRRO010033522018,149
BRRO010033522018,108
BRRO010033522018,1547
BRRO010033522018,1107
BRRO010033522018,2499
BRRO010033522018,531
BRRO010033522018,786
BRRO010033522018,787
BRRO010033522018,138
BRRO010033522018,530
BRRO010033522018,1714
BRVA020059122021,2103
BRVA020007492016,2062
BRVA010050812018,67
BRVA010050812018,2312
BRVA010050812018,1335
BRVA020007762016,2251
BRVA020007762016,2313
BRVA020007762016,2314
BRVA020007762016,2315
BRVA020007762016,2316
BRVA020007762016,2317
BRVA020015702016,2103
BRVA020034842018,2062
BRVA020027882016,2319
BRVA020027882016,2320
BRVA020027882016,717
BRVA020027882016,2247
BRVA020027882016,2248
BRVA020034862018,2103
BRVA020026592015,2062
BRVA010051302018,2321
BRVA010051302018,2059
BRVA010051302018,2068
BRVA010051302018,1335
BRVA020024202015,2103
BRVA020040072022,2068
BRVA020006542016,2062
BRVA020022522017,2103
BRVA020038422014,2062
BRVA020043232022,69
BRVA020043232022,1295
BRVA020043232022,2059
BRVA020043232022,2208
BRVA020005962016,2211
BRVA020034712018,2062
BRVA020052142018,2103
BRVA020019042015,2062
BRVA020011932018,2103
BRVA020010602016,2062
BRVA020019222015,2103
BRVA020022672016,2103
BRVA020007172016,2062
BRVA020017282016,2062
BRVA020019342016,2103
BRVA020026612015,2062
BRVA020000602015,2062
BRVA010006792018,39
BRVA010006792018,73
BRVA010006792018,35
BRVA010006792018,67
BRVA010006792018,1263
BRVA010006792018,2039
BRVA010006792018,2068
BRVA010006792018,2238
BRVA010006792018,1335
BRVA010006792018,1269
BRVA020035262018,2253
BRVA020020872015,2103
BRVA020022402017,2103
BRVA020008502016,2103
BRVA020008902017,2103
BRVA020085222019,67
BRVA020085222019,1970
BRVA020085222019,69
BRVA020085222019,1255
BRVA020085222019,470
BRVA020085222019,2061
BRVA020110232019,2103
BRVA020034892018,2103
BRVA020007482015,2062
BRVA020019282015,2062
BRVA020026602015,2062
BRVA020022312016,2117
BRVA020022312016,2362
BRVA020007972017,2062
BRVA020020892015,2103
BRVA020009452016,2103
BRVA020013092017,2062
BRVA020058912021,2062
BRVA020026442017,2103
BRVA020008212016,2103
BRVA020017962015,2062
BRVA020026672015,2317
BRVA020015202016,2103
BRVA020034782018,2103
BRVA020059052021,2103
BRVA020027902016,2319
BRVA020027902016,812
BRVA020027902016,2320
BRVA020027902016,717
BRVA020027902016,2247
BRVA020027902016,2248
BRVA020055192022,67
BRVA020055192022,2
BRVA020055192022,69
BRVA020055192022,2384
BRVA020059032021,2103
BRVA020058922021,2062
BRVA020027892016,73
BRVA020027892016,35
BRVA020027892016,690
BRVA020027892016,72
BRVA020027892016,2039
BRVA020027892016,14
BRVA020027892016,2247
BRVA020027892016,2248
BRVA020034872018,2103
BRVA020027872016,73
BRVA020027872016,35
BRVA020027872016,2039
BRVA020027872016,30
BRVA020027872016,116
BRVA020027872016,2385
BRVA020027872016,14
BRVA020027872016,2247
BRVA020027872016,2248
BRVA010037032021,1970
BRVA010037032021,2
BRVA010037032021,37
BRVA010037032021,69
BRVA010037032021,1255
BRVA010037032021,470
BRVA010037032021,2388
BRVA010037032021,2059
BRVA010037032021,1715
BRVA020012982016,2103
BRVA020026552015,2062
BRVA020013032017,2062
BRVA020009302015,2103
BRVA020026622015,2062
BRVA020016032016,2062
BRVA020009142016,2103
BRVA020059102021,2103
BRSW020078622015,2062
BRSW020078622015,2414
BRSW020044892019,2059
BRSW020044892019,2060
BRSW020044892019,2061
BRSW020102752017,2066
BRSW020031532018,2068
BRSW020078602015,2062
BRSW020078602015,2414
BRSW020066042018,2060
BRSW020021882008,2068
BRSW020004782017,2066
BRSW020102682017,2066
BRRO210008462019,2059
BRRO210008462019,2504
BRRO010027282018,1280
BRRO010027282018,1281
BRRO010027282018,1282
BRRO010027282018,1107
BRRO010027282018,2499
BRRO010027282018,2506
BRRO010027282018,530
BRRO010027282018,1736
BRRO010027282018,1714
BRRO010027282018,2511
BRRO010027282018,1275
BRRO020018662018,204
BRRO020018662018,2066
BRRO210005362015,2059
BRRO210005362015,2062
BRRO020071642016,2139
BRRO020071642016,2114
BRRO020071642016,2059
BRRO010062652019,129
BRRO010062652019,2059
BRRO020036632018,2066
BRRO020036632018,2103
BRRO020032512018,470
BRRO020032512018,2059
BRRO020032512018,2077
BRRO020031262020,2059
BRRO020031262020,2103
BRRO020005782021,2550
BRRO020005782021,2551
BRRO210000432016,2059
BRRO210000432016,2103
BRRO110005212018,2059
BRNW020005772016,35
BRNW020005772016,87
BRNW020005772016,1207
BRNW020005772016,1714
BRNW020008262009,2059
BRNW020018062015,2059
BRNW020018062015,2068
BRNW020035932018,2211
BRNW020032422018,2
BRNW020032422018,67
BRNW020032422018,13
BRNW020032422018,14
BRNW020032422018,2248
BRNW020019452015,2059
BRNW020019452015,2068
BRNW020004632015,2059
BRNW020004632015,2068
BRNW020003072017,2059
BRNW020042502016,2059
BRNW020042502016,2062
BRNW020002872016,2062
BRNW020046032015,35
BRNW020046032015,87
BRNW020046032015,1207
BRNW020046032015,1714
BRNW020003422019,2211
BRNW020003422019,2184
BRNW020003422019,2814
BRNW020003422019,2815
BRNW020002862016,2062
BRNW010054582018,94
BRNW010054582018,10
BRNW010054582018,67
BRNW010054582018,1970
BRNW010054582018,470
BRNW010054582018,64
BRNW010054582018,35
BRNW010054582018,2039
BRNW010054582018,14
BRNW010054582018,2068
BRNW010054582018,3053
BRNW020002852016,2062
BRNW020021242015,2062
BRNW020043122018,2868
BRNW020006942012,2061
BRNW010103242018,3057
UPSP040270632019,2847
UPSP040012021999,499
UPSP040270642019,2847
UPSP040163302016,2749
UPSP040042702015,3054
UPSP040042702015,444
UPSP040254922019,2865
UPSP040066602019,605
UPSP040066602019,785
BRRO020032562015,2062
BRRO020020712016,2062
BRRO110005732018,10
BRRO110005732018,1255
BRRO110005732018,61
BRRO110005732018,1183
BRRO110005732018,470
BRRO110005732018,35
BRRO110005732018,272
BRRO110005732018,14
BRRO110005732018,2059
BRRO110003652019,2059
BRRO020042682018,1970
BRRO020042682018,2059
BRRO020021292016,2139
BRRO010045012018,1280
BRRO010045012018,1281
BRRO010045012018,107
BRRO010045012018,839
BRRO010045012018,1956
BRRO010045012018,51
BRRO010045012018,1714
BRRO010045012018,1275
BRRO020012792015,13
BRRO020012792015,1197
BRRO020012792015,1380
BRRO020012792015,1714
BRRO210001952018,2103
BRRO010004262015,2487
BRRO010004262015,2488
BRRO010004262015,2489
BRRO010004262015,1714
BRRO210000542019,2103
BRRO010058092019,786
BRRO010058092019,2599
BRRO010058092019,139
BRRO010058092019,2068
BRRO010058092019,1269
BRRO020088412016,2062
BRRO020018652018,204
BRRO020018652018,2066
BRRO010088542022,933
BRRO010088542022,2059
BRRO020009822010,2266
BRRO020009822010,2118
BRRO010021842018,1737
BRRO010021842018,787
BRRO010021842018,2493
BRRO010021842018,1736
BRRO010021842018,1714
BRRO110020762017,89
BRRO110020762017,10
BRRO110020762017,1255
BRRO110020762017,61
BRRO110020762017,1183
BRRO110020762017,470
BRRO110020762017,35
BRRO110020762017,272
BRRO110020762017,2
BRRO110020762017,73
BRRO110020762017,69
BRRO110020762017,2142
BRRO110020762017,53
BRRO110020762017,650
BRRO110020762017,2619
BRRO020035152016,2062
BRRO020122962016,35
BRRO020122962016,73
BRRO020122962016,69
BRRO020122962016,470
BRRO020122962016,14
BRRO020122962016,2068
BRRO020098612016,2062
BRRO020022022016,2062
BRRO020032382020,614
BRRO020032382020,2622
BRRO020032382020,470
BRRO020032382020,1713
BRRO020017712022,2059
BRRO020017712022,2060
BRRO210002342018,2062
BRRO210013332019,2068
BRRO110003642019,2059
BRRO110015952022,2059
BRRO110015952022,2211
BRRO110021002017,2062
BRRO020045232016,2139
BRRO210016592019,2465
BRRO210016592019,2649
BRRO020019582016,2062
BRRO210001942018,2062
BRRO110008652018,2654
BRRO110008652018,2465
BRRO010013962018,1280
BRRO010013962018,1281
BRRO010013962018,1282
BRRO010013962018,1107
BRRO010013962018,2499
BRRO010013962018,2506
BRRO010013962018,530
BRRO010013962018,1714
BRRO010013962018,1275
BRRO020020852016,2356
BRRO010026922020,2656
BRRO010026922020,2106
BRRO020048832017,2117
BRRO210002362018,2657
BRRO210002362018,2314
BRRO210002362018,2315
BRRO020018362016,13
BRRO020018362016,1197
BRRO020018362016,1380
BRRO020018362016,1714
BRRO210003302017,2103
BRRO020024612022,2
BRRO020024612022,470
BRRO020024612022,2061
BRRO020020902016,2066
BRRO020020902016,2062
BRRO010027412018,2662
BRRO010027412018,2663
BRRO010027412018,508
BRRO010027412018,2664
BRRO010027412018,2059
BRRO010027412018,2077
BRRO020081582016,2266
BRRO020081582016,2118
UPMB180010142022,812
UPMB180010142022,2059
UPMB180010142022,2062
UPMB040034772017,22
UPMB040034772017,2039
UPMB040034772017,2223
UPSK010029832016,2672
UPSK040018062019,582
UPSK040135872021,2673
UPSK040135872021,2674
UPSK040135872021,755
UPSK040135872021,710
UPSK040135872021,582
UPSK040025242018,2675
UPSK040025242018,2676
UPSK040025242018,2674
UPSK040025242018,755
UPSK040025242018,710
UPSK040025242018,1185
UPSK040025242018,582
BRRO020075732016,1694
BRRO020075732016,2182
BRRO020075732016,1696
BRRO020075732016,2678
BRRO020075732016,1714
BRRO020040422016,2062
BRRO020070532016,2139
BRRO020021412016,2682
BRRO010004272015,2487
BRRO010004272015,2488
BRRO010004272015,2489
BRRO010004272015,1714
BRRO020035142017,2103
BRRO020036642018,2066
BRRO020036642018,2103
BRRO010075372019,129
BRRO010075372019,2059
BRRO010075372019,2077
BRRO020048822017,2117
BRRO210000422016,2059
BRRO210000422016,2103
BRRO020020052016,2062
UPSK040133892021,2673
UPSK040133892021,2674
UPSK040133892021,755
UPSK040133892021,710
UPSK040133892021,582
UPSK040024502018,236
UPSK040135902021,582
UPSK040025322018,2675
UPSK040025322018,2676
UPSK040025322018,2674
UPSK040025322018,755
UPSK040025322018,710
UPSK040025322018,1185
UPSK040025322018,582
UPSK040135792021,2673
UPSK040135792021,2674
UPSK040135792021,755
UPSK040135792021,710
UPSK040135792021,582
UPSK040060882019,236
UPSK040060882019,235
UPSK040133822021,2673
UPSK040133822021,2674
UPSK040133822021,755
UPSK040133822021,710
UPSK040133822021,582
UPSK040135762021,2673
UPSK040135762021,2674
UPSK040135762021,755
UPSK040135762021,710
UPSK040135762021,582
UPSK040068192018,582
UPSK040133872021,2673
UPSK040133872021,2674
UPSK040133872021,755
UPSK040133872021,710
UPSK040133872021,582
UPSK040075132019,236
UPSK040258252020,582
UPSK040017352018,235
UPSK040133942021,2673
UPSK040133942021,2674
UPSK040133942021,755
UPSK040133942021,710
UPSK040133942021,582
UPSK040018092019,582
UPSK040133902021,2673
UPSK040133902021,2674
UPSK040133902021,755
UPSK040133902021,710
UPSK040133902021,582
UPSK040025332018,2675
UPSK040025332018,2676
UPSK040025332018,2674
UPSK040025332018,755
UPSK040025332018,710
UPSK040025332018,1185
UPSK040025332018,582
UPSK040133812021,2673
UPSK040133812021,2674
UPSK040133812021,755
UPSK040133812021,710
UPSK040133812021,582
UPSK040135742021,2673
UPSK040135742021,2674
UPSK040135742021,755
UPSK040135742021,710
UPSK040135742021,582
UPSK040133832021,2673
UPSK040133832021,2674
UPSK040133832021,755
UPSK040133832021,710
UPSK040133832021,582
UPSK040025302018,2675
UPSK040025302018,2676
UPSK040025302018,2674
UPSK040025302018,755
UPSK040025302018,710
UPSK040025302018,1185
UPSK040025302018,582
UPSK040073032022,2685
UPSK040073032022,2686
UPSK040073032022,2687
UPSK040073032022,2000
UPSK040073032022,465
UPSK040024902018,2673
UPSK040024902018,2674
UPSK040024902018,755
UPSK040024902018,710
UPSK040024902018,1185
UPSK040024902018,507
UPSK040258282020,582
UPSK040135772021,2673
UPSK040135772021,2674
UPSK040135772021,755
UPSK040135772021,710
UPSK040135772021,582
UPSK040061322019,582
UPSK040258332020,582
UPSK040135732021,2673
UPSK040135732021,2674
UPSK040135732021,755
UPSK040135732021,710
UPSK040135732021,582
UPSK040024912018,2673
UPSK040024912018,2674
UPSK040024912018,755
UPSK040024912018,710
UPSK040024912018,1185
UPSK040024912018,507
UPSK040024922018,2673
UPSK040024922018,2674
UPSK040024922018,755
UPSK040024922018,710
UPSK040024922018,1185
UPSK040024922018,507
UPSK040135912021,582
UPSK040101432019,582
UPSK040018002022,2693
UPSK040024932018,2673
UPSK040024932018,2674
UPSK040024932018,755
UPSK040024932018,710
UPSK040024932018,1185
UPSK040024932018,507
UPSK040133922021,2673
UPSK040133922021,2674
UPSK040133922021,755
UPSK040133922021,710
UPSK040133922021,582
UPSK040135782021,2673
UPSK040135782021,2674
UPSK040135782021,755
UPSK040135782021,710
UPSK040135782021,582
UPSK040135832021,2673
UPSK040135832021,2674
UPSK040135832021,755
UPSK040135832021,710
UPSK040135832021,582
UPSK040177852021,236
UPSK040133842021,2673
UPSK040133842021,2674
UPSK040133842021,755
UPSK040133842021,710
UPSK040133842021,582
UPSK040018082019,582
UPSK040021992019,236
UPSK040021992019,235
UPSK040133862021,2673
UPSK040133862021,2674
UPSK040133862021,755
UPSK040133862021,710
UPSK040133862021,582
BRRO010022452019,2656
BRRO010022452019,2106
BRRO010022452019,1269
BRRO210016062018,67
BRRO210016062018,2059
BRRO210016062018,2077
BRRO020084612016,2059
BRRO110004482016,2061
BRRO020005792021,2550
BRRO020005792021,2068
BRRO020018452018,204
BRRO020018452018,2066
BRRO010010072015,1280
BRRO010010072015,1281
BRRO010010072015,1282
BRRO010010072015,358
BRRO010010072015,149
BRRO010010072015,108
BRRO010010072015,1547
BRRO010010072015,1107
BRRO010010072015,2499
BRRO010010072015,531
BRRO010010072015,786
BRRO010010072015,787
BRRO010010072015,138
BRRO010010072015,530
BRRO010010072015,1714
BRRO020030322016,2062
BRRO020086752016,2062
BRRO110008242018,470
BRRO110008242018,2059
BRRO020003162016,1694
BRRO020003162016,2182
BRRO020003162016,1696
BRRO020003162016,1714
BRRO020045492016,2736
UPSK040135812021,2673
UPSK040135812021,2674
UPSK040135812021,755
UPSK040135812021,710
UPSK040135812021,582
UPSK040258312020,582
UPSK040032092017,507
UPSK040258352020,582
UPSK040211652021,582
UPSK040068202018,582
UPSK040068182018,582
UPSK040025342018,2675
UPSK040025342018,2676
UPSK040025342018,2674
UPSK040025342018,755
UPSK040025342018,710
UPSK040025342018,1185
UPSK040025342018,582
UPSK040001942019,236
UPSK040135852021,2673
UPSK040135852021,2674
UPSK040135852021,755
UPSK040135852021,710
UPSK040135852021,582
UPSK040135722021,2673
UPSK040135722021,2674
UPSK040135722021,755
UPSK040135722021,710
UPSK040135722021,582
UPSK040025312018,2675
UPSK040025312018,2676
UPSK040025312018,2674
UPSK040025312018,755
UPSK040025312018,710
UPSK040025312018,1185
UPSK040025312018,582
UPSK040135892021,582
UPSP040296202017,2749
BRNW020047082016,2062
BRNW020036082019,3061
BRNW020036082019,3062
BRNW020036082019,2106
BRNW020063192016,2059
BRNW020034332021,2103
BRNW020034332021,2184
BRNW020034332021,2814
BRNW020034332021,2815
BRNW020029532017,2059
BRNW020029532017,2062
BRNW020063012016,2059
BRNW020005932012,2068
BRNW020006602017,2059
BRNW020067462016,2059
BRNW020067462016,2068
BRNW020067462016,2238
BRNW020035912018,2211
BRNW020002972002,1713
BRNW020049492016,2062
BREC020268992016,2103
BREC020147062019,2060
BRRO020070312016,2062
BRRO020045022016,2103
BRRO010051702018,2656
BRRO010051702018,2066
BRRO010051702018,1269
BRRO010051232018,2656
BRRO010051232018,2066
BRRO010051232018,1269
UPSP040087922019,605
UPSP040087922019,785
UPSP040087892019,605
UPSP040087892019,785
BRRO210000772016,2059
BRRO210000772016,2103
BRRO020048842017,2062
BRRO020004662019,67
BRRO020004662019,2106
BRRO010000812015,1280
BRRO010000812015,1281
BRRO010000812015,1282
BRRO010000812015,2651
BRRO010000812015,1761
BRRO010000812015,51
BRRO010000812015,531
BRRO010000812015,1714
BRRO010072212019,129
BRRO010072212019,2059
BRRO010072212019,2077
BRRO110007532016,2061
BRRO020045282016,2787
BRRO020052852016,2062
BRRO020036592018,2066
BRRO020036592018,2103
BRRO020020552016,2062
BRRO210000452016,2059
BRRO210000452016,2103
BRNW020002842016,2062
BRNW010035242018,73
BRNW010035242018,67
BRNW010035242018,13
BRNW010035242018,14
BRNW010035242018,2248
BRNW020064262015,2211
BRNW020064262015,2059
BRNW020047092016,2062
BRNW020001292016,2062
BRNW020049502016,2062
BRNW020066532018,2811
BRNW020035872018,2211
BRNW020000101992,2812
BRNW020018102015,2059
BRNW020018102015,2068
BRNW020063582018,2211
BRNW020063582018,2139
BRNW020034322021,2103
BRNW020034322021,2139
BRNW020034322021,2814
BRNW020034322021,2815
BRNW020006582017,2059
BRNW020021262015,2062
BRNW020007622007,2225
BRNW020007622007,2226
BRNW020007622007,2085
BRNW020007622007,1713
BRNW020045702021,2103
BRNW020045702021,2139
BRNW020045702021,2814
BRNW020045702021,2815
BRNW020043212015,2062
BRNW020006542011,2061
BRNW020005522011,2061
BRNW020035902018,2211
BRNW020047042016,2062
BRNW010048392019,2
BRNW010048392019,67
BRNW010048392019,13
BRNW010048392019,14
BRNW010048392019,2841
BRNW010048392019,2248
UPSP040296292017,2749
UPSP040087872019,605
UPSP040087872019,785
UPSP040296282017,2749
UPSP040296532017,2749
UPSP040296372017,2749
UPSP040296582017,2749
UPSP040087862019,605
UPSP040087862019,785
UPSP040296522017,2749
UPSP040296422017,2749
UPSP040270722019,2847
UPSP040173012019,2852
UPSP040296622017,2853
UPSP040296622017,2749
UPSP040845342022,2852
UPSP040066532019,605
UPSP040066532019,785
UPSP040066582019,605
UPSP040066582019,785
UPSP010103282018,2863
UPSP040296552017,2749
UPSP040322562017,2865
UPSP040296362017,2749
UPSP040270702019,2847
UPSP040296182017,2749
UPSP040845312022,2852
UPSP040296172017,2749
UPSP040172992019,2852
UPSP040172982019,2852
UPSP040087902019,605
UPSP040087902019,785
UPSP040296572017,2749
UPSP040264702018,2749
UPSP040134732019,2749
UPSP040296602017,605
UPSP040264682018,605
UPSP040270612019,2847
UPSP040051852015,2873
UPSP040051852015,605
UPSP040296352017,2749
UPSP040173002019,2852
UPSP040296312017,2749
UPSP040296222017,2749
UPSP040296402017,2749
UPSP040270622019,2847
UPSP040006791997,2928
UPSP040296482017,2749
UPSP040134772019,2749
UPSP040175672016,2865
UPSP040845352022,2852
UPSP040264722018,2749
UPSP040296542017,2749
UPSP040087882019,605
UPSP040087882019,785
UPSP040296342017,2749
UPSP040296392017,2749
UPSP040296242017,2749
